x0,x1,x2,x3,x4,x5,x6,x7,x8,y
2.682928072567055,-1.9217068299846265,12.535768695260645,3.1430789229899436,17.242672515136622,-15.326773182406402,-1.287579756145047,2.6159768312325467,5.86541517880384,1.0285226111437382
2.7314917312110376,1.7035274415039563,25.62744304734535,3.0491800499741077,-7.118783385072569,9.54259558018443,-1.8775619517218722,1.9903177381881472,-17.750791718115035,-1.8817992634968732
1.6494593945476943,-1.6452796569267538,-2.5952328624948526,1.7365067987610456,11.624251214790227,-5.857365382019921,2.6762422469186733,1.478786865729128,5.35477735510684,-2.0418769397432075
2.813641323237565,-1.2934209189442418,11.988422978454132,3.029591689792475,11.587315636689821,-1.0548351145606145,2.5267021211555756,2.8327800600398,6.128393956568513,-0.4806749063323329
-1.6479958575655635,-2.4516748006233,-17.701477743552875,-1.4222540095621727,5.687244801825676,-13.364533512789302,-0.9331206241092334,-1.8461544080734489,17.99496796943977,2.5522816822548537
-1.0164468354657181,-2.372808871245071,-17.29028248195058,-0.012393020361082474,13.55177130645335,-6.60538635495452,2.2278571870366743,-0.46322746053484176,10.427236002575977,-0.17475372244843002
-2.0278075777074998,2.0293146181185406,1.7899357965776437,-1.8692336385001966,-19.698882900061246,12.885735843659466,1.7597482340732231,-2.648131398994837,-8.352391079448523,0.3111584072668374
-1.9261401220191217,-1.1424047389823058,-16.64625626231644,-1.947902034107903,7.139218419479439,-6.364083943345469,2.6887872319627,-2.656656528671623,12.358279298558038,-0.19982815615035276
-1.9283251464222464,2.855363561454034,-4.54988659011809,-2.390802918303683,-23.171652589266277,25.02839520043143,1.6357793250224795,-2.0087883867338863,-13.996886404212642,-0.7955182191888084
2.770704081468578,-1.7778435888405597,9.969452125341636,3.7363351932816764,14.66546073304636,-14.548813048413527,-1.3607228722130214,3.0545255541964065,5.595190752227032,0.9771473341680602
-2.374375128748796,2.3923612846999136,4.260803501081389,-2.9440861707288524,-17.031801775960126,16.305227209095566,0.7782081201483528,-2.5745216341879145,-9.793884884699537,-0.14845687986502124
-2.2639618268422423,-2.1345554913038436,-26.43811658998615,-2.3680322278991186,5.799006241885634,-16.184821309738492,-0.7663354577380139,-2.0022641412164197,13.048292789954882,-4.812727307438416
-2.2303866646423742,-1.483957806653315,-15.791576998216897,-2.649523301918041,9.859371040303026,-13.551807672594904,-2.074516142528749,-1.748396310922208,5.859822477204525,2.504935619017229
-2.2466681068104184,1.921191585820452,-6.146867000351206,-1.9757289936392999,-12.82705356807126,15.329141126489533,2.2915003455542386,-2.404351386971408,-7.9592345512554585,-0.5678621637426918
-2.3293730762257447,-1.9065293497517313,-21.56522196602034,-2.4918574045595534,3.815667959891263,-5.239704430198613,2.632155227179495,-2.4969650196552355,12.48702602583169,-1.4051256712324514
-2.0312204099261186,2.1784948882972284,-5.388226301350661,-1.6056422433377224,-13.765784064667178,9.691903716117077,-1.4737985908646407,-2.677690950899299,-9.375107854474493,1.9325819835485922
-0.7280842684917608,2.3695970033986917,4.582699037179775,-0.7126722450434528,-14.934122212689843,22.650630242154246,2.602919421298764,-0.43840678255420684,-13.223527052377623,-2.148221623476411
1.8933866584859667,2.4805870259230334,23.488434614742857,1.5525145158648284,-13.694978148885776,6.476928119451931,-1.9964693298450338,1.3853430005245633,-15.000289452009866,-0.5455914584145718
-2.1823709809660956,0.9804403861759576,-6.062448518826118,-1.9769420552779937,-11.5905473435172,7.71903084750758,2.8308185560116783,-2.2931825021880763,-3.6816699858459567,0.7496992165365988
2.5273678738419214,-1.6835454246572559,2.635405825195334,3.3313550013640465,10.184607601578946,-8.118650149008168,2.216763247477534,2.178096542665083,6.45862025756744,2.2232857594945874
-2.290244565791767,-2.293030650864665,-21.736206616736816,-2.2010636855374983,6.482197808321046,-13.66977224881171,-0.615809639888443,-1.7201485893231683,14.592512873538233,-0.31198273295252676
-0.8107263600209011,-2.4665621654498078,-10.4608133359458,-0.3439457271628729,10.488555800393687,-11.486354972194615,-1.3338903477471078,-0.2168615236445206,13.84927200975098,-0.3119405844072636
-0.8319709522533858,-2.1492583728963965,-14.47481036393586,-0.497531302375349,11.587754574515428,-16.840701229450467,-1.6579150815216024,-0.8492275961367571,14.151094505508793,-10.804787044710153
-0.5551004944910125,2.788275846796684,11.190537744385239,-0.6900405470031734,-13.363749206202783,15.942126909212513,2.4176105399640546,-1.4366627994028383,-15.878732116169665,0.5104167994855271
2.1565423132644703,2.481749928720335,19.911001250042347,1.3958551590867154,-8.504248907540905,7.647887789649696,-2.3262581437893677,0.7534948942345605,-11.859318051485237,0.42939736301878956
-1.57252374660341,-1.213241238104561,-11.698408386399535,-1.819076718537526,9.549141360259796,-0.6437986070917803,2.9486104789534027,-0.9816458433345557,8.279767215192967,1.0775949406783025
-2.2424120357478015,-2.3356857946439624,-19.826900059450992,-1.7316916792819461,13.95629931679413,-14.318724131356515,0.5616692038954088,-1.3597377801039259,15.124624601135126,-0.6115288244829621
-0.9670983768023802,-1.8930580437876476,-10.993832116166853,-0.9408303525783731,2.910754158026373,-11.578612134602047,2.911860571504932,-0.4864047792818674,8.668623546701054,0.4069870499690662
2.4326386224142764,1.4894340941156403,23.41189104060578,2.8906998874580827,-3.736267956647164,3.928078642561478,-2.4399634431664494,1.6085299007052922,-9.15011592344077,2.2038095346646878
-0.6996279441593383,-2.2162013021297557,-16.525212467157292,-1.062222284995661,9.183739076492671,-1.816092849509082,2.600406712549618,-0.29726530097198195,12.228230016970823,-2.0639553431935154
-1.578190697914633,2.8384182332123276,9.376364014896145,-1.7173400202662155,-16.82611738912268,16.57773574802612,1.8420175386708655,-1.79965588137554,-11.858823403630304,1.7254622621566464
-1.096563597931632,-2.2459201112074023,-13.446884386146664,-0.41863162512154883,12.44957197366358,-12.656283731444177,-1.900026267873203,-1.5905717896827274,10.062250758898271,-2.202326097106636
1.9695497870053664,1.789162491364368,14.09505172029214,1.8243420625325657,-6.933728321396652,13.52497331479559,2.401678119417803,2.1805049790698865,-9.9802136575267,1.584196183950119
2.6565472189762724,-1.969780202922347,9.185351015425372,2.7466813867435484,18.33063592897236,-13.494061756815634,-1.298316368652106,2.5201789285377436,9.535102280825086,1.4706442472480343
-1.811698169460977,-2.0535252719901687,-16.28445423795093,-1.8450825397369541,7.872790221018242,-15.931908296119486,-2.301885761909909,-2.242844269116296,13.575523635800472,2.9345546224396877
-2.0089192280928234,-2.077661612608213,-21.86168248492465,-0.9531050837214374,7.823669618213618,-11.925798564544978,-1.1686892211138793,-2.32284568159651,11.57256116311201,-1.1759739250612105
2.6451921308770423,-1.0812603609441127,7.268643709971543,2.5486922447398177,8.779212707416434,-1.8997247526502339,2.996550719996959,2.6555293563004265,-2.053205992968584,-0.8712115271831314
